Date,Time,"GPU Temperature [°C]","GPU Hot Spot Temperature [°C]","GPU Power (Total) [W]","GPU Rail Powers (avg) [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Memory Usage [%]","GPU D3D Memory Dedicated [MB]",
25.4.2026,11:38:30.063,51.2,59.8,52.346,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:30.271,51.2,59.8,52.340,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:30.466,51.2,59.9,52.511,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:30.670,51.1,59.9,52.614,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:30.872,51.1,59.9,52.336,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:31.075,51.2,59.9,52.336,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:31.285,51.2,59.9,52.539,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:31.482,51.1,59.9,52.584,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:31.700,51.2,59.9,52.509,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:31.911,51.1,59.9,52.395,0.000,510.0,202.5,12.5,795,
25.4.2026,11:38:32.093,51.2,59.8,52.973,0.000,510.0,202.5,12.5,795,
25.4.2026,11:38:32.297,51.2,59.8,52.561,0.000,510.0,202.5,12.5,795,
25.4.2026,11:38:32.515,51.2,59.8,52.469,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:32.700,51.2,59.9,52.854,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:32.906,51.1,59.8,52.749,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:33.113,51.2,59.8,52.966,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:33.337,51.2,59.8,53.239,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:33.515,51.2,59.8,52.402,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:33.715,51.2,59.9,53.028,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:33.936,51.2,59.9,53.021,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:34.137,51.2,59.8,52.360,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:34.331,51.2,59.9,52.329,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:34.531,51.2,59.9,52.386,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:34.734,51.2,59.9,52.444,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:34.936,51.2,59.9,52.371,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:35.147,51.2,59.9,52.498,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:35.346,51.2,59.8,52.285,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:35.548,51.1,59.8,52.326,0.000,510.0,202.5,12.5,795,
25.4.2026,11:38:35.753,51.1,59.9,52.352,0.000,510.0,202.5,12.5,795,
25.4.2026,11:38:35.954,51.2,59.8,52.572,0.000,510.0,202.5,12.5,795,
25.4.2026,11:38:36.175,51.2,60.0,52.270,0.000,495.0,202.5,12.5,795,
25.4.2026,11:38:36.359,51.2,59.8,52.691,0.000,495.0,202.5,12.5,795,
25.4.2026,11:38:36.562,51.2,60.0,52.635,0.000,495.0,202.5,12.5,795,
25.4.2026,11:38:36.766,51.2,59.8,52.605,0.000,495.0,202.5,12.5,795,
25.4.2026,11:38:36.979,51.2,59.9,52.332,0.000,495.0,202.5,12.5,795,
25.4.2026,11:38:37.184,51.2,59.8,53.183,0.000,495.0,202.5,12.5,795,
25.4.2026,11:38:37.394,51.2,59.8,52.668,0.000,495.0,202.5,12.5,795,
25.4.2026,11:38:37.581,51.2,59.9,52.315,0.000,495.0,202.5,12.5,795,
25.4.2026,11:38:37.786,51.2,59.8,52.793,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:37.983,51.2,59.9,52.468,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:38.187,51.2,59.9,52.950,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:38.389,51.2,59.8,52.303,0.000,465.0,202.5,12.5,795,
25.4.2026,11:38:38.605,51.2,59.9,52.804,0.000,465.0,202.5,12.5,795,
25.4.2026,11:38:38.819,51.2,59.8,53.098,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:39.007,51.2,59.9,52.675,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:39.199,51.2,59.9,53.033,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:39.405,51.2,60.0,52.296,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:39.615,51.2,59.8,52.708,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:39.809,51.2,59.9,52.325,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:40.017,51.2,59.9,52.729,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:40.223,51.1,59.9,52.521,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:40.431,51.2,59.9,52.322,0.000,465.0,202.5,12.5,795,
25.4.2026,11:38:40.624,51.2,59.9,52.421,0.000,480.0,202.5,12.5,795,
25.4.2026,11:38:40.825,51.3,59.9,52.630,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:41.034,51.3,59.9,52.642,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:41.235,51.2,59.9,52.563,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:41.434,51.2,59.9,52.283,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:41.639,51.2,59.9,52.374,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:41.844,51.2,60.0,52.374,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:42.048,51.2,60.0,52.375,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:42.249,51.3,59.9,52.335,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:42.452,51.3,59.9,52.444,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:42.659,51.3,59.9,52.444,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:42.858,51.3,59.9,52.339,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:43.067,51.2,59.9,52.336,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:43.261,51.2,60.0,52.444,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:43.465,51.3,59.9,52.502,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:43.667,51.3,60.0,52.641,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:43.875,51.3,60.0,52.588,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:44.076,51.3,59.9,52.307,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:44.281,51.3,59.9,52.388,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:44.485,51.3,60.0,52.345,0.000,585.0,202.5,12.5,795,
25.4.2026,11:38:44.686,51.3,59.9,52.647,0.000,585.0,202.5,12.5,795,
25.4.2026,11:38:44.889,51.3,59.9,52.917,0.000,585.0,202.5,12.5,795,
25.4.2026,11:38:45.092,51.3,59.9,52.351,0.000,585.0,202.5,12.5,795,
25.4.2026,11:38:45.296,51.3,60.0,52.374,0.000,585.0,202.5,12.5,795,
25.4.2026,11:38:45.504,51.3,60.0,52.386,0.000,585.0,202.5,12.5,795,
25.4.2026,11:38:45.701,51.3,60.0,53.339,0.000,585.0,202.5,12.5,795,
25.4.2026,11:38:45.905,51.3,59.9,53.531,0.000,585.0,202.5,12.5,795,
25.4.2026,11:38:46.110,51.3,59.9,53.034,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:46.308,51.3,60.0,53.042,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:46.515,51.3,59.9,52.622,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:46.721,51.3,59.9,53.156,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:46.920,51.3,59.9,52.638,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:47.130,51.3,59.9,52.562,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:47.343,51.3,60.1,52.558,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:47.537,51.3,60.0,52.326,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:47.732,51.3,60.0,52.496,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:47.941,51.3,60.0,52.403,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:48.142,51.3,59.9,52.368,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:48.339,51.3,60.1,52.383,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:48.547,51.3,60.0,52.616,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:48.747,51.3,59.9,52.372,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:48.958,51.3,60.0,52.274,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:49.153,51.3,60.0,52.914,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:49.358,51.3,60.0,53.159,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:49.560,51.3,60.0,52.667,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:49.774,51.3,60.0,52.538,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:49.965,51.3,60.0,52.512,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:50.172,51.3,59.9,52.608,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:50.376,51.3,60.0,52.697,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:50.577,51.3,60.1,52.653,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:50.783,51.3,60.1,52.668,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:50.979,51.3,60.0,52.395,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:51.188,51.3,60.1,52.581,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:51.387,51.3,60.0,52.612,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:51.590,51.3,60.0,52.947,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:51.792,51.3,60.0,52.700,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:52.004,51.3,59.9,52.804,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:52.204,51.3,60.0,52.870,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:52.402,51.4,60.0,52.738,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:52.609,51.3,59.9,52.703,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:52.812,51.4,60.1,52.468,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:53.017,51.3,60.0,52.538,0.000,570.0,202.5,12.5,795,
25.4.2026,11:38:53.221,51.3,59.9,52.714,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:53.422,51.3,60.0,52.629,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:53.625,51.4,60.1,52.649,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:53.826,51.3,60.0,52.540,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:54.026,51.4,60.1,52.414,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:54.231,51.3,60.1,52.636,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:54.436,51.3,60.0,52.619,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:54.638,51.3,60.1,52.587,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:54.846,51.3,60.1,52.368,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:55.045,51.3,60.1,52.655,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:55.247,51.3,60.1,52.655,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:55.451,51.3,60.0,52.425,0.000,555.0,202.5,12.5,795,
25.4.2026,11:38:55.651,51.4,60.1,52.603,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:55.857,51.3,60.0,52.441,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:56.068,51.3,60.1,52.371,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:56.263,51.3,60.0,52.337,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:56.469,51.4,60.0,52.408,0.000,510.0,202.5,12.5,795,
25.4.2026,11:38:56.671,51.4,60.1,52.312,0.000,510.0,202.5,12.5,795,
25.4.2026,11:38:56.871,51.4,60.0,52.305,0.000,510.0,202.5,12.5,795,
25.4.2026,11:38:57.079,51.4,60.1,52.537,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:57.277,51.4,60.1,52.310,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:57.479,51.4,60.2,52.651,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:57.685,51.4,60.0,52.420,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:57.889,51.4,60.1,52.347,0.000,525.0,202.5,12.5,795,
25.4.2026,11:38:58.095,51.3,60.0,52.682,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:58.296,51.4,60.1,53.200,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:58.507,51.4,60.1,52.980,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:58.704,51.4,60.0,53.035,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:58.904,51.4,60.0,53.324,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:59.105,51.4,60.2,53.294,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:59.309,51.4,59.9,53.199,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:59.512,51.4,60.0,53.176,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:59.719,51.4,60.1,52.784,0.000,540.0,202.5,12.5,795,
25.4.2026,11:38:59.924,51.4,60.1,52.468,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:0.122,51.4,60.0,52.331,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:0.326,51.4,60.2,52.669,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:0.531,51.4,60.1,52.579,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:0.734,51.4,60.1,52.527,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:0.936,51.4,60.0,52.360,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:1.138,51.4,60.1,52.308,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:1.343,51.4,60.1,52.385,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:1.542,51.5,60.2,52.443,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:1.745,51.4,60.2,52.396,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:1.950,51.4,60.1,52.372,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:2.157,51.4,60.2,52.619,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:2.362,51.4,60.1,52.629,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:2.564,51.4,60.2,52.407,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:2.767,51.4,60.0,52.938,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:2.977,51.4,60.1,52.367,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:3.176,51.5,60.2,52.832,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:3.370,51.4,60.1,52.670,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:3.580,51.4,60.2,52.383,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:3.777,51.4,60.1,52.444,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:3.981,51.4,60.2,52.414,0.000,510.0,202.5,12.5,795,
25.4.2026,11:39:4.192,51.4,60.2,52.413,0.000,510.0,202.5,12.5,795,
25.4.2026,11:39:4.398,51.4,60.1,52.917,0.000,510.0,202.5,12.5,795,
25.4.2026,11:39:4.592,51.4,60.1,52.629,0.000,510.0,202.5,12.5,795,
25.4.2026,11:39:4.794,51.4,60.1,52.898,0.000,495.0,202.5,12.5,795,
25.4.2026,11:39:5.000,51.4,60.1,52.512,0.000,495.0,202.5,12.5,795,
25.4.2026,11:39:5.202,51.4,60.1,52.773,0.000,495.0,202.5,12.5,795,
25.4.2026,11:39:5.404,51.4,60.1,52.837,0.000,480.0,202.5,12.5,795,
25.4.2026,11:39:5.604,51.4,60.1,52.595,0.000,480.0,202.5,12.5,795,
25.4.2026,11:39:5.808,51.4,60.2,52.724,0.000,480.0,202.5,12.5,795,
25.4.2026,11:39:6.015,51.4,60.1,52.373,0.000,465.0,202.5,12.5,795,
25.4.2026,11:39:6.218,51.4,60.1,52.382,0.000,465.0,202.5,12.5,795,
25.4.2026,11:39:6.426,51.4,60.1,52.382,0.000,465.0,202.5,12.5,795,
25.4.2026,11:39:6.624,51.4,60.2,52.445,0.000,465.0,202.5,12.5,795,
25.4.2026,11:39:6.833,51.4,60.1,52.459,0.000,465.0,202.5,12.5,795,
25.4.2026,11:39:7.029,51.4,60.2,52.302,0.000,465.0,202.5,12.5,795,
25.4.2026,11:39:7.233,51.4,60.2,52.498,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:7.434,51.4,60.2,52.393,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:7.638,51.4,60.1,52.260,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:7.840,51.4,60.2,52.410,0.000,435.0,202.5,12.5,795,
25.4.2026,11:39:8.045,51.4,60.3,52.382,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:8.254,51.5,60.2,52.551,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:8.451,51.4,60.1,52.306,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:8.657,51.5,60.2,52.532,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:8.859,51.4,60.2,52.404,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:9.072,51.4,60.2,52.357,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:9.269,51.5,60.2,52.583,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:9.469,51.5,60.3,52.439,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:9.678,51.4,60.1,52.483,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:9.873,51.5,60.3,52.935,0.000,450.0,202.5,12.5,795,
25.4.2026,11:39:10.073,51.5,60.1,52.927,0.000,435.0,202.5,12.5,795,
25.4.2026,11:39:10.279,51.4,60.2,52.811,0.000,435.0,202.5,12.5,795,
25.4.2026,11:39:10.480,51.4,60.2,52.848,0.000,435.0,202.5,12.5,795,
25.4.2026,11:39:10.691,51.4,60.2,52.439,0.000,435.0,202.5,12.5,795,
25.4.2026,11:39:10.886,51.4,60.1,53.532,0.000,435.0,202.5,12.5,795,
25.4.2026,11:39:11.091,51.5,60.2,52.923,0.000,435.0,202.5,12.5,795,
25.4.2026,11:39:11.298,51.4,60.2,53.183,0.000,435.0,202.5,12.5,795,
25.4.2026,11:39:11.503,51.4,60.2,53.203,0.000,435.0,202.5,12.5,795,
25.4.2026,11:39:11.698,51.4,60.1,52.435,0.000,465.0,202.5,12.5,795,
25.4.2026,11:39:11.905,51.5,60.1,53.310,0.000,465.0,202.5,12.5,795,
25.4.2026,11:39:12.104,51.5,60.2,52.442,0.000,495.0,202.5,12.5,795,
25.4.2026,11:39:12.313,51.5,60.2,52.813,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:12.521,51.5,60.2,52.433,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:12.719,51.5,60.1,52.354,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:12.926,51.5,60.2,52.646,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:13.126,51.5,60.2,52.368,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:13.327,51.5,60.2,52.392,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:13.527,51.5,60.2,52.276,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:13.733,51.5,60.1,52.369,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:13.939,51.5,60.2,52.389,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:14.148,51.5,60.3,52.554,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:14.349,51.5,60.2,52.683,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:14.548,51.6,60.4,52.369,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:14.757,51.5,60.2,52.302,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:14.950,51.5,60.2,52.639,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:15.157,51.5,60.3,52.504,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:15.359,51.5,60.3,52.821,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:15.563,51.5,60.2,52.717,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:15.767,51.5,60.2,52.800,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:15.978,51.5,60.2,52.796,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:16.169,51.6,60.3,52.669,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:16.374,51.5,60.3,52.654,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:16.584,51.5,60.2,52.350,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:16.782,51.5,60.3,52.676,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:16.985,51.5,60.3,52.540,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:17.184,51.5,60.3,52.375,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:17.400,51.6,60.2,53.002,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:17.588,51.5,60.3,52.877,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:17.796,51.5,60.2,52.576,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:18.004,51.5,60.2,52.800,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:18.200,51.5,60.3,52.556,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:18.404,51.5,60.3,52.871,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:18.604,51.5,60.2,52.391,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:18.814,51.5,60.2,52.676,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:19.018,51.5,60.2,52.317,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:19.220,51.5,60.2,52.317,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:19.421,51.5,60.2,52.451,0.000,510.0,202.5,12.5,795,
25.4.2026,11:39:19.623,51.5,60.2,52.490,0.000,510.0,202.5,12.5,795,
25.4.2026,11:39:19.836,51.5,60.3,52.634,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:20.030,51.5,60.4,52.407,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:20.242,51.5,60.3,52.296,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:20.451,51.5,60.4,52.431,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:20.643,51.6,60.3,52.645,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:20.843,51.6,60.2,52.293,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:21.044,51.6,60.2,52.358,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:21.254,51.6,60.3,52.436,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:21.453,51.6,60.4,52.669,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:21.656,51.6,60.3,52.613,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:21.872,51.6,60.3,52.516,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:22.065,51.6,60.2,52.382,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:22.264,51.6,60.4,52.549,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:22.481,51.6,60.3,53.098,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:22.669,51.6,60.2,52.639,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:22.879,51.6,60.4,52.640,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:23.079,51.6,60.2,52.352,0.000,585.0,202.5,12.5,795,
25.4.2026,11:39:23.293,51.6,60.3,52.651,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:23.498,51.6,60.3,53.089,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:23.690,51.6,60.3,53.081,0.000,570.0,202.5,12.5,795,
25.4.2026,11:39:23.886,51.6,60.3,53.376,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:24.092,51.5,60.3,53.292,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:24.299,51.6,60.4,53.018,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:24.503,51.6,60.4,53.058,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:24.702,51.6,60.2,53.034,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:24.906,51.6,60.3,52.978,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:25.109,51.6,60.4,52.624,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:25.311,51.6,60.3,52.490,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:25.513,51.6,60.3,52.294,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:25.718,51.6,60.3,52.512,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:25.920,51.6,60.4,52.322,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:26.126,51.6,60.4,52.636,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:26.325,51.6,60.4,52.598,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:26.532,51.6,60.3,52.628,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:26.732,51.6,60.3,52.537,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:26.944,51.6,60.2,52.693,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:27.146,51.6,60.3,52.483,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:27.340,51.6,60.2,52.437,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:27.551,51.6,60.2,52.595,0.000,555.0,202.5,12.5,795,
25.4.2026,11:39:27.755,51.6,60.4,52.582,0.000,510.0,202.5,12.5,795,
25.4.2026,11:39:27.950,51.6,60.2,52.983,0.000,510.0,202.5,12.5,795,
25.4.2026,11:39:28.160,51.6,60.3,52.796,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:28.361,51.6,60.3,52.618,0.000,525.0,202.5,12.5,795,
25.4.2026,11:39:28.560,51.6,60.3,52.468,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:28.763,51.6,60.3,52.426,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:28.967,51.6,60.4,52.546,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:29.167,51.6,60.3,52.287,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:29.372,51.6,60.3,52.734,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:29.582,51.6,60.5,52.410,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:29.781,51.6,60.5,52.802,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:29.983,51.6,60.4,52.599,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:30.188,51.6,60.4,52.568,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:30.389,51.6,60.4,52.568,0.000,540.0,202.5,12.5,795,
25.4.2026,11:39:30.591,51.6,60.4,52.778,0.000,510.0,202.5,12.5,795,
25.4.2026,11:39:30.795,51.6,60.4,52.531,0.000,510.0,202.5,12.5,795,
25.4.2026,11:39:30.998,51.6,60.3,52.674,0.000,510.0,202.5,12.5,795,
