Date,Time,"GPU Temperature [°C]","GPU Hot Spot Temperature [°C]","GPU Power (Total) [W]","GPU Rail Powers (avg) [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Memory Usage [%]","GPU D3D Memory Dedicated [MB]",
25.4.2026,11:33:15.829,47.1,55.2,53.076,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:16.034,47.1,55.3,53.029,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:16.237,47.1,55.3,52.483,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:16.434,47.1,55.3,52.893,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:16.638,47.1,55.3,52.427,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:16.842,47.1,55.3,52.803,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:17.044,47.1,55.2,52.134,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:17.250,47.1,55.2,52.468,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:17.460,47.1,55.3,52.224,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:17.661,47.1,55.2,52.235,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:17.859,47.2,55.3,52.326,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:18.070,47.2,55.4,52.239,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:18.264,47.1,55.3,52.730,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:18.473,47.2,55.3,52.344,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:18.672,47.2,55.4,52.359,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:18.872,47.2,55.4,52.165,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:19.085,47.2,55.3,52.311,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:19.278,47.2,55.3,52.172,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:19.485,47.2,55.4,52.402,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:19.686,47.2,55.4,52.364,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:19.898,47.2,55.4,52.365,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:20.094,47.2,55.3,52.525,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:20.292,47.2,55.4,52.723,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:20.501,47.2,55.3,52.376,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:20.711,47.2,55.3,52.193,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:20.903,47.2,55.5,52.580,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:21.113,47.2,55.4,52.207,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:21.309,47.2,55.4,52.383,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:21.517,47.2,55.4,52.354,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:21.718,47.2,55.4,52.581,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:21.920,47.2,55.4,52.605,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:22.123,47.2,55.5,52.784,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:22.326,47.2,55.5,52.489,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:22.528,47.2,55.5,52.163,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:22.733,47.2,55.5,52.525,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:22.934,47.2,55.3,52.181,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:23.137,47.2,55.3,52.181,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:23.343,47.2,55.4,52.409,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:23.548,47.2,55.4,52.209,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:23.748,47.2,55.4,52.179,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:23.950,47.2,55.4,52.191,0.000,480.0,202.5,12.8,823,
25.4.2026,11:33:24.153,47.2,55.4,52.408,0.000,480.0,202.5,12.8,823,
25.4.2026,11:33:24.357,47.2,55.4,52.214,0.000,465.0,202.5,12.8,823,
25.4.2026,11:33:24.558,47.2,55.3,52.091,0.000,465.0,202.5,12.8,823,
25.4.2026,11:33:24.773,47.2,55.4,52.227,0.000,465.0,202.5,12.8,823,
25.4.2026,11:33:24.969,47.2,55.3,52.177,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:25.167,47.2,55.4,52.381,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:25.373,47.2,55.3,52.101,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:25.589,47.2,55.4,52.229,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:25.776,47.2,55.3,52.229,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:25.981,47.2,55.4,52.258,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:26.188,47.2,55.3,52.040,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:26.390,47.2,55.4,52.184,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:26.590,47.2,55.4,52.205,0.000,420.0,202.5,12.8,823,
25.4.2026,11:33:26.795,47.2,55.4,52.186,0.000,420.0,202.5,12.8,823,
25.4.2026,11:33:26.996,47.2,55.4,52.620,0.000,420.0,202.5,12.8,823,
25.4.2026,11:33:27.210,47.2,55.4,52.214,0.000,420.0,202.5,12.8,823,
25.4.2026,11:33:27.402,47.3,55.4,52.558,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:27.607,47.2,55.4,52.175,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:27.814,47.3,55.5,52.438,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:28.014,47.3,55.5,53.241,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:28.221,47.3,55.4,52.267,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:28.421,47.3,55.5,52.899,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:28.624,47.2,55.5,52.567,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:28.830,47.3,55.4,52.676,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:29.026,47.3,55.6,52.871,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:29.233,47.3,55.4,52.813,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:29.445,47.3,55.4,52.814,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:29.642,47.3,55.5,52.330,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:29.839,47.3,55.6,52.224,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:30.043,47.3,55.6,52.151,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:30.257,47.3,55.5,52.155,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:30.453,47.3,55.6,52.436,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:30.652,47.3,55.5,52.210,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:30.855,47.3,55.5,52.258,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:31.060,47.3,55.5,52.156,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:31.263,47.4,55.5,52.220,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:31.464,47.3,55.6,52.163,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:31.668,47.3,55.5,52.167,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:31.874,47.3,55.4,52.158,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:32.080,47.4,55.7,52.245,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:32.279,47.4,55.6,52.260,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:32.489,47.4,55.5,52.483,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:32.693,47.4,55.7,52.516,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:32.889,47.4,55.5,52.486,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:33.092,47.4,55.5,52.395,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:33.303,47.4,55.5,52.263,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:33.501,47.3,55.5,52.676,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:33.713,47.4,55.6,52.236,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:33.903,47.4,55.6,52.364,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:34.108,47.4,55.7,52.136,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:34.308,47.4,55.5,52.684,0.000,480.0,202.5,12.8,823,
25.4.2026,11:33:34.514,47.4,55.5,52.385,0.000,480.0,202.5,12.8,823,
25.4.2026,11:33:34.714,47.4,55.6,52.567,0.000,480.0,202.5,12.8,823,
25.4.2026,11:33:34.922,47.4,55.7,52.314,0.000,465.0,202.5,12.8,823,
25.4.2026,11:33:35.125,47.3,55.6,52.475,0.000,465.0,202.5,12.8,823,
25.4.2026,11:33:35.323,47.3,55.6,52.475,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:35.531,47.4,55.6,52.555,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:35.732,47.4,55.5,52.483,0.000,450.0,202.5,12.8,823,
25.4.2026,11:33:35.936,47.3,55.6,52.443,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:36.136,47.4,55.6,52.568,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:36.352,47.4,55.5,52.301,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:36.546,47.4,55.7,52.376,0.000,420.0,202.5,12.8,823,
25.4.2026,11:33:36.750,47.4,55.6,52.277,0.000,420.0,202.5,12.8,823,
25.4.2026,11:33:36.955,47.4,55.5,52.463,0.000,420.0,202.5,12.8,823,
25.4.2026,11:33:37.153,47.4,55.5,52.317,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:37.359,47.4,55.5,52.165,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:37.567,47.4,55.7,52.122,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:37.764,47.4,55.6,52.413,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:37.969,47.4,55.6,52.176,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:38.172,47.4,55.6,52.176,0.000,435.0,202.5,12.8,823,
25.4.2026,11:33:38.380,47.4,55.6,52.411,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:38.579,47.5,55.6,52.458,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:38.787,47.5,55.7,52.222,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:38.988,47.5,55.7,52.356,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:39.187,47.5,55.8,52.460,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:39.393,47.5,55.7,52.794,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:39.598,47.5,55.7,52.418,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:39.806,47.5,55.7,52.430,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:40.008,47.5,55.7,53.024,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:40.213,47.5,55.6,52.532,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:40.408,47.5,55.7,52.396,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:40.605,47.5,55.7,52.863,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:40.815,47.5,55.7,52.195,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:41.010,47.5,55.7,53.143,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:41.215,47.5,55.7,52.333,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:41.420,47.5,55.8,53.017,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:41.622,47.5,55.7,52.983,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:41.828,47.5,55.7,52.952,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:42.037,47.5,55.7,52.858,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:42.230,47.5,55.7,52.231,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:42.452,47.6,55.8,52.647,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:42.635,47.6,55.8,52.483,0.000,570.0,202.5,12.8,823,
25.4.2026,11:33:42.841,47.5,55.5,52.443,0.000,585.0,202.5,12.8,823,
25.4.2026,11:33:43.047,47.6,55.8,52.442,0.000,585.0,202.5,12.8,823,
25.4.2026,11:33:43.248,47.5,55.5,52.206,0.000,585.0,202.5,12.8,823,
25.4.2026,11:33:43.452,47.5,55.7,52.243,0.000,585.0,202.5,12.8,823,
25.4.2026,11:33:43.652,47.6,55.8,52.122,0.000,585.0,202.5,12.8,823,
25.4.2026,11:33:43.866,47.6,55.7,52.407,0.000,585.0,202.5,12.8,823,
25.4.2026,11:33:44.062,47.6,55.8,52.370,0.000,585.0,202.5,12.8,823,
25.4.2026,11:33:44.269,47.6,55.9,52.198,0.000,585.0,202.5,12.8,823,
25.4.2026,11:33:44.465,47.6,55.8,52.212,0.000,585.0,202.5,12.8,823,
25.4.2026,11:33:44.667,47.6,55.9,52.291,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:44.875,47.6,55.7,52.509,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:45.074,47.6,55.8,52.228,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:45.277,47.6,55.8,52.370,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:45.482,47.6,55.7,52.103,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:45.686,47.6,55.8,52.601,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:45.891,47.6,55.8,52.214,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:46.093,47.6,55.8,52.096,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:46.294,47.6,55.8,52.122,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:46.497,47.5,55.8,52.114,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:46.703,47.6,55.8,52.324,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:46.909,47.6,55.8,52.376,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:47.110,47.6,55.8,52.568,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:47.312,47.6,55.8,52.413,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:47.518,47.6,55.8,52.580,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:47.722,47.6,55.8,52.532,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:47.925,47.6,55.8,52.532,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:48.125,47.6,55.8,52.363,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:48.327,47.6,55.8,52.732,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:48.533,47.6,55.8,52.337,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:48.739,47.7,55.9,52.139,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:48.933,47.6,55.8,52.165,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:49.138,47.7,55.9,52.413,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:49.340,47.7,55.9,52.167,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:49.543,47.7,56.0,52.316,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:49.755,47.6,55.8,52.395,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:49.953,47.7,55.8,52.116,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:50.157,47.7,55.9,52.481,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:50.358,47.7,55.8,52.151,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:50.572,47.7,55.9,52.221,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:50.765,47.7,55.9,52.305,0.000,555.0,202.5,12.8,823,
25.4.2026,11:33:50.970,47.7,55.9,52.213,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:51.168,47.7,55.9,52.127,0.000,540.0,202.5,12.8,823,
25.4.2026,11:33:51.374,47.7,55.8,52.168,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:51.577,47.7,55.8,52.382,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:51.781,47.7,55.8,52.106,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:51.984,47.7,56.0,52.240,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:52.185,47.7,56.0,52.457,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:52.390,47.7,55.9,52.714,0.000,480.0,202.5,12.8,823,
25.4.2026,11:33:52.592,47.7,55.9,52.938,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:52.796,47.7,55.9,52.750,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:52.998,47.7,55.8,52.977,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:53.200,47.7,55.8,52.319,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:53.405,47.7,55.9,52.411,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:53.605,47.7,56.0,53.062,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:53.817,47.7,56.0,52.485,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:54.018,47.7,56.0,52.829,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:54.214,47.7,55.9,52.844,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:54.424,47.7,56.0,52.886,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:54.623,47.7,55.9,53.041,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:54.826,47.7,56.0,52.861,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:55.034,47.7,56.0,52.460,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:55.230,47.7,56.0,52.143,0.000,480.0,202.5,12.8,823,
25.4.2026,11:33:55.435,47.7,55.9,52.284,0.000,480.0,202.5,12.8,823,
25.4.2026,11:33:55.639,47.7,56.0,52.134,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:55.845,47.7,56.0,52.322,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:56.048,47.8,56.0,52.427,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:56.245,47.7,56.0,52.107,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:56.451,47.7,56.0,52.179,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:56.655,47.8,56.0,52.205,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:56.859,47.8,56.1,52.183,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:57.067,47.8,55.9,52.470,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:57.264,47.8,56.0,52.178,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:57.464,47.7,56.0,52.481,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:57.670,47.8,56.0,52.195,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:57.873,47.7,56.0,52.152,0.000,495.0,202.5,12.8,823,
25.4.2026,11:33:58.081,47.7,56.0,52.827,0.000,480.0,202.5,12.8,823,
25.4.2026,11:33:58.277,47.8,56.0,52.524,0.000,480.0,202.5,12.8,823,
25.4.2026,11:33:58.484,47.8,56.0,52.237,0.000,510.0,202.5,12.8,823,
25.4.2026,11:33:58.683,47.8,56.0,52.350,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:58.891,47.8,56.0,52.244,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:59.089,47.8,56.0,52.541,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:59.298,47.8,55.9,52.208,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:59.498,47.8,56.0,52.218,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:59.699,47.8,56.0,52.218,0.000,525.0,202.5,12.8,823,
25.4.2026,11:33:59.909,47.8,56.0,52.204,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:0.108,47.8,56.0,52.204,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:0.309,47.8,56.0,52.498,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:0.513,47.8,56.1,52.375,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:0.715,47.8,56.0,52.390,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:0.930,47.8,56.0,52.654,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:1.124,47.8,56.1,52.431,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:1.328,47.8,56.0,52.153,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:1.530,47.8,56.0,52.355,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:1.744,47.9,56.1,52.216,0.000,555.0,202.5,12.8,823,
25.4.2026,11:34:1.944,47.9,56.1,52.219,0.000,540.0,202.5,12.8,823,
25.4.2026,11:34:2.141,47.9,56.0,52.178,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:2.349,47.9,56.1,52.296,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:2.545,47.9,56.1,52.303,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:2.755,47.9,56.1,52.358,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:2.950,47.9,56.0,52.165,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:3.152,47.9,56.2,52.221,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:3.358,47.9,56.1,52.182,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:3.563,47.9,56.2,52.218,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:3.761,47.9,56.1,52.233,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:3.964,47.9,56.1,52.279,0.000,525.0,202.5,12.8,823,
25.4.2026,11:34:4.169,47.9,56.1,52.349,0.000,510.0,202.5,12.8,823,
25.4.2026,11:34:4.371,47.9,56.2,52.191,0.000,510.0,202.5,12.8,823,
25.4.2026,11:34:4.581,47.9,56.2,52.466,0.000,495.0,202.5,12.8,823,
25.4.2026,11:34:4.779,47.9,56.1,52.398,0.000,495.0,202.5,12.8,823,
25.4.2026,11:34:4.982,47.9,56.1,52.455,0.000,495.0,202.5,12.8,823,
25.4.2026,11:34:5.190,47.9,56.2,52.564,0.000,495.0,202.5,12.8,823,
25.4.2026,11:34:5.391,47.9,56.1,52.666,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:5.592,47.9,56.1,52.638,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:5.794,47.9,56.2,52.129,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:5.997,47.9,56.1,52.297,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:6.204,47.9,56.1,52.922,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:6.403,47.9,56.1,52.456,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:6.609,47.9,56.2,52.893,0.000,465.0,202.5,12.8,823,
25.4.2026,11:34:6.812,47.8,56.2,53.019,0.000,465.0,202.5,12.8,823,
25.4.2026,11:34:7.022,47.9,56.1,53.149,0.000,465.0,202.5,12.8,823,
25.4.2026,11:34:7.232,47.9,56.1,52.428,0.000,465.0,202.5,12.8,823,
25.4.2026,11:34:7.418,47.9,56.2,52.455,0.000,450.0,202.5,12.8,823,
25.4.2026,11:34:7.623,47.9,56.2,52.414,0.000,450.0,202.5,12.8,823,
25.4.2026,11:34:7.824,47.9,56.2,52.299,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:8.030,47.9,56.1,52.403,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:8.239,47.9,56.2,52.115,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:8.436,47.9,56.2,52.596,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:8.641,47.9,56.2,52.458,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:8.849,47.9,56.2,52.211,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:9.049,47.9,56.2,52.227,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:9.251,47.9,56.2,52.119,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:9.448,47.9,56.2,52.240,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:9.654,48.0,56.2,52.275,0.000,465.0,202.5,12.8,823,
25.4.2026,11:34:9.866,47.9,56.2,52.262,0.000,510.0,202.5,12.8,823,
25.4.2026,11:34:10.058,47.9,56.3,52.489,0.000,510.0,202.5,12.8,823,
25.4.2026,11:34:10.265,47.9,56.2,52.591,0.000,510.0,202.5,12.8,823,
25.4.2026,11:34:10.469,48.0,56.2,52.266,0.000,510.0,202.5,12.8,823,
25.4.2026,11:34:10.680,47.9,56.2,52.514,0.000,510.0,202.5,12.8,823,
25.4.2026,11:34:10.877,48.0,56.2,52.383,0.000,540.0,202.5,12.8,823,
25.4.2026,11:34:11.073,47.9,56.3,52.408,0.000,540.0,202.5,12.8,823,
25.4.2026,11:34:11.291,48.0,56.3,52.214,0.000,540.0,202.5,12.8,823,
25.4.2026,11:34:11.481,48.0,56.3,52.735,0.000,540.0,202.5,12.8,823,
25.4.2026,11:34:11.682,48.0,56.2,52.258,0.000,555.0,202.5,12.8,823,
25.4.2026,11:34:11.889,48.0,56.1,52.450,0.000,555.0,202.5,12.8,823,
25.4.2026,11:34:12.089,48.0,56.2,52.372,0.000,555.0,202.5,12.8,823,
25.4.2026,11:34:12.295,48.0,56.2,52.251,0.000,555.0,202.5,12.8,823,
25.4.2026,11:34:12.501,48.0,56.3,52.593,0.000,555.0,202.5,12.8,823,
25.4.2026,11:34:12.700,48.0,56.3,52.566,0.000,555.0,202.5,12.8,823,
25.4.2026,11:34:12.904,48.0,56.3,52.566,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:13.115,48.0,56.2,52.337,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:13.314,48.0,56.2,52.712,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:13.521,48.0,56.3,52.210,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:13.715,48.0,56.1,52.671,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:13.918,48.0,56.3,52.230,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:14.130,48.0,56.3,52.387,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:14.329,48.0,56.3,52.198,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:14.526,48.0,56.2,52.186,0.000,570.0,202.5,12.8,823,
25.4.2026,11:34:14.731,48.1,56.3,52.236,0.000,525.0,202.5,12.8,823,
25.4.2026,11:34:14.940,48.0,56.4,52.179,0.000,510.0,202.5,12.8,823,
25.4.2026,11:34:15.146,48.0,56.3,52.229,0.000,510.0,202.5,12.8,823,
25.4.2026,11:34:15.339,48.0,56.3,52.311,0.000,495.0,202.5,12.8,823,
25.4.2026,11:34:15.547,48.0,56.3,52.152,0.000,495.0,202.5,12.8,823,
25.4.2026,11:34:15.755,48.0,56.3,52.332,0.000,495.0,202.5,12.8,823,
25.4.2026,11:34:15.949,48.0,56.2,52.278,0.000,495.0,202.5,12.8,823,
25.4.2026,11:34:16.167,48.0,56.3,52.284,0.000,495.0,202.5,12.8,823,
25.4.2026,11:34:16.356,48.0,56.2,52.375,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:16.561,48.1,56.3,52.203,0.000,480.0,202.5,12.8,823,
25.4.2026,11:34:16.774,48.1,56.3,52.255,0.000,480.0,202.5,12.8,823,
